Artist_A_rechercher,Artist_Possede,Artist_sim,Album_A_rechercher,Album_Possede,Album_sim,Liste_albums_pos,Path_Possede
Foreign Fields,Foreign Fields,100,Anywhere But Where I Am,The Beauty of Survival,36,The Beauty of Survival,/mnt/m/musiques/__Autres/Foreign Fields/The Beauty of Survival
Zeph,Azé,57,goodnight moon (demos),,0,,
German Error Message,Pierre Terrasse,57,Haunts,,0,,
Mia Joy,Lia Juno,67,Spirit Tamer,,0,,
Love Spells,Love Supreme,70,Come Over And Love Me,,0,,
Tyler Burkhart,Tyler Burkhart,100,Box full of stars,Tyler Burkhart - Box full of stars,69,2012-2016 - Titres - Tyler Burkhart - A time for everything - Tyler Burkhart - Back against the wall - Tyler Burkhart - Beg - Tyler Burkhart - Box full of stars - Tyler Burkhart - Christmas EP - Tyler Burkhart - Early songs (vol. 1) - Tyler Burkhart - Early songs (vol. 2) - Tyler Burkhart - In time - I.R.D - Tyler Burkhart - Lost days - Tyler Burkhart - Marianne - Tyler Burkhart - Marianne (Remastered) - Tyler Burkhart - Out of Touch - Cars Along the Interstate - Tyler Burkhart - Sweet spell - Tyler Burkhart - Sweet spell (Deluxe edition) - Tyler Burkhart - Through the Tall Grass - Tyler Burkhart - Untitled,/mnt/m/musiques/__Autres/Tyler Burkhart/Tyler Burkhart - Box full of stars
Tolstoys,Toto,67,No Limit To Love,,0,,
La Cherga,La Chica,71,Fake No More,,0,,
Philip Selway,Philippe Sarde,67,Familial,,0,,
The Legends,The Breeders,70,Up Against the Legends,,0,,
Marble Sounds,ArtSound,67,Nice Is Good,,0,,
Dusted,Duster,83,Total Dust,,0,,
Shearwater,Shearwater,100,Rook,Palo Santo,29,Animal Joy - Fellow Travelers - Jet Plane and Oxbow - Palo Santo - The Great Awakening - Winged Life,/mnt/m/musiques/__Autres/Shearwater/Palo Santo
Yuko,Ayyuka,60,As If We Were Dancing,,0,,
Tigercats,Tigerhorse,63,Isle of Dogs,,0,,
Fenster,Fenster,100,Bones,Emocean,33,Emocean - The Room,/mnt/m/musiques/__Autres/Fenster/Emocean
Me and My Friends,Me and My Drummer,71,Before I Saw the Sea,,0,,
Maelan,Aloan,73,All in Good Time,,0,,
Elliot Cooper,Cass Elliot,67,Blue Rose,,0,,
"Dabu Fantastic,Mani Matter,Nadja Räss",Palastic & Lissa,57,Dene wos guet geit,,0,,
BEACHPEOPLE,Beach House,64,Collide Session #4 - BEACHPEOPLE,,0,,
Beirut,Beirut,100,Hadsel,The Rip Tide,33,Artifacts - Gallipoli - Gulag Orkestar - March of the Zapotec-Realpeople Holland Disc 1 - March of the Zapotec-Realpeople Holland Disc 2 - No No No - The Flying Club Cup - The Lon Gisland [EP] - The Rip Tide,/mnt/m/musiques/__Autres/Beirut/The Rip Tide
Gustavo Santaolalla,Gustavo Santaolalla,100,Qhapaq Ñan,Les Nouveaux Sauvages,32,21 Grams (Original Motion Picture Soundtrack) - Babel - Biutiful - Carnets de Voyage - Les Nouveaux Sauvages - Motorcycle Diaries with additional Music - Ronroco - The Last Of Us - The Last of Us - The Last of Us Part II (Original Soundtrack) - The Last of Us_ Season 1 (Soundtrack from the HBO Original Series),/mnt/m/musiques/__B.O/Les Nouveaux Sauvages - Gustavo Santaolalla
Vagabond,VBND,67,The First One,,0,,
"Anoushka Shankar,Norah Jones",Trafalgar & Ouska,58,Traces Of You,,0,,
Sharon Van Etten,Sharon Van Etten,100,On Your Way Now,The End of the World,40,Are We There - Epic - Like I Used To - Quiet Eyes - Remind Me Tomorrow - The End of the World - Tramp - We've Been Going About This All Wrong,/mnt/m/musiques/__Autres/Sharon Van Etten/The End of the World
Henry Torgue & Serge Houppin,Pierre Henry,63,Amour-Légende,,0,,
"Beaumont,Pony del Sol,Mathieu Kyriakidis,Gael Kyriakidis",Beau,67,Bobo Saloon,,0,,
Damien Fleau,Damien Fleau,100,Travel Music,Breaking Waves,38,Breaking Waves - Imaginary Dream,/mnt/m/musiques/__Autres/Damien Fleau/Breaking Waves
Apollo Sunshine,Hollow Ship,62,Shall Noise Upon,,0,,
PJ Harvey,Charles Pasi,57,I Inside the Old Year Dying,,0,,
Isolde Lasoen,Melanie De Biasio,60,Oh Dear,,0,,
Madjo,Madou,80,Invisible World,,0,,
Nitin Sawhney,Nitin Sawhney,100,Dystopian Dream,Beyond Skin,38,Beyond Skin,/mnt/m/musiques/__Autres/Nitin Sawhney/Beyond Skin
Mariem Hassan,Marika Hackman,67,El Aaiun Egdat,,0,,
Gabriel Rios,Gabriel Rios,100,Pedacito de papel,Angelhead,38,Angelhead - Flore - Deluxe version - Gold (Thomas Jack Radio Edit) - This Marauder's Midnight (Deluxe Version),/mnt/m/musiques/__Autres/Gabriel Rios/Angelhead
BEA1991,Beak,55,Songs of 2K11,,0,,
Native Young,Jazzie Young,75,Kings,,0,,
"Fernando Sor,Arnaud Dumond",Fernandel,67,Les plus belles pages de la guitare,,0,,
"Mista Savona,Julito Padrón",Shane Mesa,64,Havana Meets Kingston,,0,,
Jon and Roy,Jenö Jandó,67,The Road Ahead Is Golden,,0,,
"Alune Wade,Harold López-Nussa,Sara Tavares",Pale Waves,70,Havana Paris Dakar,,0,,
Joyce Heath,Joe Hisaishi,61,Joyce Heath,,0,,
"NES,Nesrine,Matthieu Saglio,David Gadea",Yes,67,Ahlam,,0,,
"Gustavo Santaolalla,Pablo Sainz Villegas",Gustavo Santaolalla,100,Del Pago (From  Ronroco ),Carnets de Voyage,40,21 Grams (Original Motion Picture Soundtrack) - Babel - Biutiful - Carnets de Voyage - Les Nouveaux Sauvages - Motorcycle Diaries with additional Music - Ronroco - The Last Of Us - The Last of Us - The Last of Us Part II (Original Soundtrack) - The Last of Us_ Season 1 (Soundtrack from the HBO Original Series),/mnt/m/musiques/__Autres/Gustavo Santaolalla/Carnets de Voyage
Sex Brain,Braids,67,Sunsetz (Instrumental Version),,0,,
Sex Brain,Braids,67,Apocalypse (Instrumental Version),,0,,
Lubiana,Luna,73,Beloved,,0,,
"A Winged Victory for the Sullen,Adam Wiltzie,Dustin O'Halloran",Jeffrey Lewis & The Voltage,50,The Undivided Five,,0,,
Oscar Anton,Oscar Anton,100,Monde Nouveau,Home of Sanity (the playlist),37,Archwood (the playlist) - Home of Sanity (the playlist) - September Pack - postcards (the playlist),/mnt/m/musiques/__Autres/Oscar Anton/Home of Sanity (the playlist)
Big Words,Old Sea Brigade,58,"Hollywood, a Beautiful Coincidence",,0,,
Xavier Polycarpe,Xavier Cugat,64,Minute,,0,,
José Carlos Schwarz & Le Cobiana Djazz,Macadam Crocodile & MEZERG,47,Lua Ki Di Nos,,0,,
Celeste,Else,73,Not Your Muse (Deluxe),,0,,
Mark Sparling,Laura Marling,69,A Short Hike,,0,,
The Düsseldorf Düsterboys,The Düsseldorf Düsterboys,100,Collide Session #3 - The Düsseldorf Düsterboys,Nenn mich Musik,24,Nenn mich Musik,/mnt/m/musiques/__Autres/The Düsseldorf Düsterboys/Nenn mich Musik
Flèche Love,Fleet Foxes,64,"Naga, Pt. 2",,0,,
Dom La Nena,Nana Adjoa,67,Tempo,,0,,
White Velvet,White Lies,73,Encore à contre courant,,0,,
Mononome,Moondog,67,The Boy That Fell From The Sky,,0,,
Birraj,Rare Bird,67,Timeless,,0,,
Michiru Oshima,Michiru Oshima,100,鋼の錬金術師 オリジナル・サウンドトラック 3,Fullmetal Alchemist - Ost1,27,Fullmetal Alchemist - Ost1 - Fullmetal Alchemist - Ost2,/mnt/m/musiques/__B.O/Fullmetal Alchemist - Ost1 - Michiru Oshima
Michiru Oshima,Michiru Oshima,100,鋼の錬金術師 オリジナル・サウンドトラック 2,Fullmetal Alchemist - Ost1,27,Fullmetal Alchemist - Ost1 - Fullmetal Alchemist - Ost2,/mnt/m/musiques/__B.O/Fullmetal Alchemist - Ost1 - Michiru Oshima
Mira Lu Kovacs,Mira Lu Kovacs,100,Shut The Fuck Up And Let Go,What Else Can Break,39,"Please, Save Yourself - What Else Can Break",/mnt/m/musiques/__Autres/Mira Lu Kovacs/What Else Can Break
Grey Reverend,Gregory Rogove,59,Of The Days,,0,,
"Rone,Lucie Zhang",Rone,100,"Les Olympiades - Paris, 13th District (Original Motion Picture Soundtrack)","Paris, 13th District [Original Motion Picture Soundtrack]",72,"Apache - Creatures - D'Argent & De Sang (Original Series Soundtrack) - Le Mohican (Original Motion Picture Soundtrack) - Les Olympiades (Original Motion Picture Soundtrack) - Mirapolis - Paris, 13th District [Original Motion Picture Soundtrack] - Rone & Friends - Room With A View - Tohu Bohu","/mnt/m/musiques/__Autres/Rone/Paris, 13th District [Original Motion Picture Soundtrack]"
Lanu,Aloan,67,Her 12 Faces,,0,,
Estas Tonne,The Staves,67,Place of the Gods,,0,,
Fredrika Stahl,Fredrika Stahl,100,Natten,Tributaries,35,A Fraction Of You - Demain - Off To Dance - Tributaries,/mnt/m/musiques/__Autres/Fredrika Stahl/Tributaries
Aure,Laurel,80,Suddenly,,0,,
Dafné Kritharas,Kris Dane,75,Djoyas De Mar,,0,,
David Salkin,David Fleming,72,Oh Frozen Love,,0,,
"Pink Noise,MAI LAN",Ariel Pink,70,Bruit Rose,,0,,
Til Kolare,Laurel,62,Filmmusik II,,0,,
Musa Stone,Angus Stone,76,Fugue,,0,,
Axel Enderlin,Pauline Vanderlinden,61,j'ai croisé l'amour. (Demo),,0,,
"Falk Schönfelder,Isaac Friesen",Aliocha Schneider,67,weit. (Original Soundtrack),,0,,
"Schubert,Franz Schubert,Boris Apostolov",Ezy Schubert,80,Serenade,,0,,
"Populous,RIVA",Polo,67,Azulejos,,0,,
Marika Hackman,Marika Hackman,100,7 Layers Sessions,We Slept At Last,42,Any Human Friend - We Slept At Last,/mnt/m/musiques/__Autres/Marika Hackman/We Slept At Last
Kim Deal,Aerial M,62,Are You Mine?,,0,,
Diabi,DIIV,67,Cita,,0,,
"Tender Games,Mulay",Der Assistent,64,Flames (Bonus Track),,0,,
Mick Flannery,Loïc Lantoine,62,Mick Flannery,,0,,
Berry,Baxter Dury,62,Mademoiselle,,0,,
Finnegan Tui,Tin Fingers,61,Zephyr,,0,,
Laurent Dury,Laurent Dury,100,Marimba Fantasy,Art & Minimalism,48,"Art & Minimalism - Minimal Jazz - Minimal Stories (Parigo No. 22) - Minimal Stories, vol. 3 (Parigo No. 52) - Modern Chamber Music - Orchestral Stories - The Art of Movement",/mnt/m/musiques/__Autres/Laurent Dury/Art & Minimalism
Rafael Krux,Manfred Krug,61,Classical Slavonic Dance,,0,,
Rafael Krux,Manfred Krug,61,Bedtime Stories,,0,,
Spooky Music Mix,Spooky Mansion,67,Ghost of the Dark Night,,0,,
Sean Angus Watson,Angus Stone,71,Siren,,0,,
Dylan LeBlanc,Danny Elfman,64,Coyote,,0,,
"Rafael Krux,David Krulic",Manfred Krug,61,The Epic Baroque,,0,,
Infraction Music,Distractions,64,Innerbloom,,0,,
2dypoy,Poly,60,H i j o D e L a L u n a (Orchestra),,0,,
"Spearfisher,Cicely Parnas",The Spinners,61,Nocturnal,,0,,
"Slovak Philharmonic,Jaroslava Horska,Vladimir Ruso,Peter Mikulas,Stefan Klimo,Slovak Philharmonic Chorus,Jozef Kundlák,Magdaléna Hajóssyová,Wolfgang Amadeus Mozart",Sorcha Richardson,56,Mozart: Requiem In D Minor,,0,,
Christopher Lennertz,Sean Christopher,78,The Boys: Season 1 (Amazon Original Series Soundtrack),,0,,
Tommy WÁ,Jimmy Whoo,56,Roadman and Folks,,0,,
Sophie Zelmani,Sophie Versnaeyen,65,Memory Loves You,,0,,
Gibran Alcocer,Alice Boman,64,Hotline Bling,,0,,
"Patrik Berg Almkvisth,LUCHS",Mister T,55,Her Eyes the Stars,,0,,
Anne Paceo,Fran Palermo,64,S.H.A.M.A.N.E.S,,0,,
Zeke Powers,Kris Bowers,64,winter is coming,,0,,
"Raoul Vignal,cabane",Raoul Vignal,100,"Take Me Home, Pt. 2 (Raoul Vignal Remake)",Years in Marble,38,Oak Leaf - Shadow Bands - The Silver Veil - Years in Marble,/mnt/m/musiques/__Autres/Raoul Vignal/Years in Marble
La Cantina,Anita Lane,70,Kanagawa,,0,,
"Corrina Repp,Arch Cape",Corine,67,Run Wild,,0,,
Lichen,Discohen,71,End Is Near,,0,,
Hansom Ēli,Hana Eid,67,Soho,,0,,
Alessandro Alessandroni,Alexander Bălănescu,57,Sangue di sbirro (Original Motion Picture Soundtrack),,0,,
Ahmed Malek,Ahmed Malek,100,Musique Originale De Films: Deuxième Tome (Habibi Funk 027),The Electronic Tapes (Habibi Funk 005),33,The Electronic Tapes (Habibi Funk 005),/mnt/m/musiques/__Autres/Ahmed Malek/The Electronic Tapes (Habibi Funk 005)
Pajaro Sunrise,Au Suisse,61,W,,0,,
James Blake,James BKS,80,Covers,,0,,
TRENTE,Dente,73,#1 CARNETS,,0,,
Christina Perri,Christina Perri,100,songs for rosie,songs for carmella_ lullabies & sing-a-longs,49,Head Or Heart - a thousand years - lovestrong. (Deluxe) - songs for carmella_ lullabies & sing-a-longs,/mnt/m/musiques/__Autres/Christina Perri/songs for carmella_ lullabies & sing-a-longs
RIOPY,Riopy,100,[extended] BLISS,RIOPY,20,RIOPY,/mnt/m/musiques/__Autres/Riopy/RIOPY
"What Are People For?,The Notwist",Joan As Police Woman,56,Criminals / Illusions,,0,,
Limousine,Limousine,100,Boonghusa - EP,Hula Hoop,56,Hula Hoop - II - L'été suivant,/mnt/m/musiques/__Autres/Limousine/Hula Hoop
Corrina Repp,Corine,67,The Pattern of Electricity,,0,,
JFDR,Feder,67,Brazil,,0,,
"Antony and the Johnsons,ANOHNI",Peter Bjorn And John,65,The Crying Light,,0,,
Nesrine,Kinderserien,63,Kan Ya Makan (Once Upon a Time),,0,,
Michael Kiwanuka,Michael Kamen,76,KIWANUKA,,0,,
Arny Margret,Gia Margaret,75,they only talk about the weather,,0,,
Penguin Cafe Orchestra,Penguin Cafe Orchestra,100,Broadcasting From Home,When In Rome... [Live],53,"A History [Disc 1] - A History [Disc 2] - A History [Disc 3] - A History [Disc 4] - Preludes, Airs And Yodels (A Penguin Cafe Primer) - Union Cafe - When In Rome... [Live]",/mnt/m/musiques/__Autres/Penguin Cafe Orchestra/When In Rome... [Live]
Choi Yu Ree,Hold Your Horses,59,"Hometown Cha-Cha-Cha, Pt. 4 (Original Television Soundtrack)",,0,,
EREZ,Perez,89,Modern Dream,,0,,
"Marlon Williams,Aldous Harding",John Williams,79,Make Way for Love,,0,,
Avi Buffalo,Avi Buffalo,100,Avi Buffalo,At Best Cuckold,38,At Best Cuckold - Panegyric - Remember Last Time,/mnt/m/musiques/__Autres/Avi Buffalo/At Best Cuckold
"Philip Glass,Valentina Lisitsa",Glass Philip,100,Valentina Lisitsa Plays Philip Glass,Philip Glass- A Brief History Of Time (Soundtrack To The Film By Errol Morris),53,Glass- Jukebox [Disc2] - Glass- Oeuvres Majeures [Disc 1] - Glass- Oeuvres Majeures [Disc 2] - Koyaanisqatsi - Philip Glass- A Brief History Of Time (Soundtrack To The Film By Errol Morris) - Visitors,/mnt/m/musiques/__Autres/Glass Philip/Philip Glass- A Brief History Of Time (Soundtrack To The Film By Errol Morris)
"Music Lab Collective,Valentina Lisitsa",Echo Collective,69,Classical Hits: Pachelbel's Canon,,0,,
The Haunted Youth,The Chantels,62,Broken (Maxi Single),,0,,
Jacob LaVallee,Jimmy LaValle,67,Enigma,,0,,
"Virginio Aiello,On Piano",Gabriel Rios,59,Van Gogh,,0,,
SAVI MINDS,SATV Music,60,Dreaming,,0,,
Patrick Watson,Patrick Watson,100,The 9th LIfe Of Louis Drax (Original Motion Picture Soundtrack),Je te laisserai des mots,48,A Mermaid in Lisbon - Adventures In Your Own Backyard - Better In The Shade [EP] - Better in the Shade - Close To Paradise - Je te laisserai des mots - Love Songs For Robots - Sit Down Beside Me - Wave - Wooden Arms,/mnt/m/musiques/__Autres/Patrick Watson/Je te laisserai des mots
Ezio Bosso,Zola Blood,60,And the Things that Remain,,0,,
Antoine Malye,Antoine Duhamel,71,Armada Chill 001,,0,,
múm,múm,100,Finally We Are No One,Sing Along To Songs You Don't Know,36,Sing Along To Songs You Don't Know,/mnt/m/musiques/__Autres/múm/Sing Along To Songs You Don't Know
Jesse Mac Cormack,Matt Maltese,55,After The Glow,,0,,
Las Hermanas Caronni,Cardinals,55,Bagüala de la siesta,,0,,
Sleep Party People,Silent Partner,56,Sleep Party People,,0,,
Luke De-Sciscio,Hélène Sio,56,Good Bye Folk Boy,,0,,
Doc Rhombus,Josh Rouse,57,Distant Generation,,0,,
Monument Music,Art Music,61,Majestic Whispers,,0,,
Ezio Bosso,Zola Blood,60,The 12th Room,,0,,
Ashram,shame,73,Shining Silver Skies,,0,,
Julien Marchal,Marc Collin,64,INSIGHT II,,0,,
Angus MacRae,Marcoca & Nice Guys,62,Evolve,,0,,
Kyle Preston,Katy J Pearson,62,Paper Piano,,0,,
Paul Reeves,Pale Waves,67,Life In Motion,,0,,
Danny Bensi and Saunder Jurriaans,Danny Bensi & Saunder Jurriaans,94,Pieces Of Her (Soundtrack From The Netflix Series),Enemy,22,Enemy,/mnt/m/musiques/__B.O/Enemy - Danny Bensi & Saunder Jurriaans
François Rousselot,Juno Francis,67,Orchestral Rebirth,,0,,
The Carbon Files,The Bangles,67,Black Lights,,0,,
Ana Carla Maza,Mahala Rai Banda,60,Bahia,,0,,
"Slow Pilot,C Duncan",Soft Loft,63,Falling Off The Earth,,0,,
REYN,Breton,60,Écoute La Neige Tomber,,0,,
Ezéchiel Pailhès,Ézéchiel Pailhès,100,Ventas Rumba,Tout Va Bien,42,Divine - Mélopée - Oh ! - Tout Va Bien,/mnt/m/musiques/__Autres/Ézéchiel Pailhès/Tout Va Bien
Birraj,Rare Bird,67,Connections,,0,,
Raphaël Treiner,Raphael Treza,79,Le Tourbillon de la vie (Bande originale du film d'Olivier Treiner),,0,,
Daprinski,Daprinski,100,L'echappée belle,Chorégraphies de l'ordinaire (Instrumentals),36,Chorégraphies de l'ordinaire - Chorégraphies de l'ordinaire (Instrumentals) - Le corps d'un homme,/mnt/m/musiques/__Autres/Daprinski/Chorégraphies de l'ordinaire (Instrumentals)
Valentin Hadjadj,Chad VanGaalen,60,Girl (Themes & Variations / Original Motion Picture Soundtrack),,0,,
Toneloom,Bloom Bat,59,Violin,,0,,
Ạoris,Darius,73,Around The Sun All Year Long,,0,,
Laurent Dury,Laurent Dury,100,Cinematic Simplicity,Art & Minimalism,41,"Art & Minimalism - Minimal Jazz - Minimal Stories (Parigo No. 22) - Minimal Stories, vol. 3 (Parigo No. 52) - Modern Chamber Music - Orchestral Stories - The Art of Movement",/mnt/m/musiques/__Autres/Laurent Dury/Art & Minimalism
Claudio Constantini,Claude Fontaine,71,Kuura,,0,,
Angel Salazar,Daniel Spaleniak,62,Traveling,,0,,
Laurent Dury,Laurent Dury,100,Dancing with the Waves,The Art of Movement,39,"Art & Minimalism - Minimal Jazz - Minimal Stories (Parigo No. 22) - Minimal Stories, vol. 3 (Parigo No. 52) - Modern Chamber Music - Orchestral Stories - The Art of Movement",/mnt/m/musiques/__Autres/Laurent Dury/The Art of Movement
Dario Lessing,David Fleming,69,DNA,,0,,
Emiliano Suárez,José Feliciano,62,El Cairo,,0,,
Claudio Constantini,Claude Fontaine,71,An Imaginary Soundtrack,,0,,
Laurent Dury,Laurent Dury,100,Quiet Snow,Orchestral Stories,36,"Art & Minimalism - Minimal Jazz - Minimal Stories (Parigo No. 22) - Minimal Stories, vol. 3 (Parigo No. 52) - Modern Chamber Music - Orchestral Stories - The Art of Movement",/mnt/m/musiques/__Autres/Laurent Dury/Orchestral Stories
Laurent Dury,Laurent Dury,100,Butterflies,Orchestral Stories,41,"Art & Minimalism - Minimal Jazz - Minimal Stories (Parigo No. 22) - Minimal Stories, vol. 3 (Parigo No. 52) - Modern Chamber Music - Orchestral Stories - The Art of Movement",/mnt/m/musiques/__Autres/Laurent Dury/Orchestral Stories
"Shigeru Umebayashi,Grace Davidson,Nigel Short,The Plum Forest Singers",Sébastien Schuller,56,Yumeji's Theme by Shigeru Umebayashi (A cappella),,0,,
Marbert Rocel,Marbert Rocel,100,Compost 500 - Freshly Composted,Small Hours,25,In the Beginning - Small Hours,/mnt/m/musiques/__Autres/Marbert Rocel/Small Hours
"Erik Truffaz,Camélia Jordana",Erik Sumo,57,Rollin',,0,,
Erobique,Robi,67,No. 2,,0,,
"Mathieu David Gagnon,Flore Laurentienne",David Numwami,61,Volume 1,,0,,
Julia Stone,Julia Stone,100,Beds Are Burning,Everything Is Christmas,36,By The Horns - Everything Is Christmas - Love on Demand - Sixty Summers - The Memory Machine,/mnt/m/musiques/__Autres/Julia Stone/Everything Is Christmas
Alberto Iglesias,Alberto Iglesias,100,Hable con ella (Banda Sonora Original),Volver,30,Exodus Gods And Kings - Volver,/mnt/m/musiques/__B.O/Volver - Alberto Iglesias
"Thievery Corporation,Shana Halligan",Thievery Corporation,100,Symphonik,The Temple Of I & I,23,It Takes A Thief -The Very Best Of - Saudade - The Outernational Sound - The Richest Man In Babylon - The Temple Of I & I - Treasures From The Temple,/mnt/m/musiques/__Autres/Thievery Corporation/The Temple Of I & I
Sylvain Rifflet,Paul Sylvan,62,Troubadours,,0,,
Oskar Schuster,Kai Schumacher,64,Eleanoras Träume,,0,,
Rafael Krux,Manfred Krug,61,Classical Cello Solo,,0,,
"Emilio Piano,Ibrahim Maalouf",Emilie Zoé,64,Cascades,,0,,
Yuuf,You!,57,Iman,,0,,
Thierry Gramo,Cary Brothers,62,On The Road,,0,,
Chloé Antoniotti,Chloé Antoniotti,100,Jasmin,Mana,40,Bouquet (one more flower) - Bouquet II - Mana,/mnt/m/musiques/__Autres/Chloé Antoniotti/Mana
Angelo Badalamenti,Angelo Badalamenti,100,Synthesizer Greatest 6,Twin Peaks,38,Twin Peaks,/mnt/m/musiques/__B.O/Twin Peaks - Angelo Badalamenti
Tash Sultana,Tash Sultana,100,Return to the Roots,Notion,32,Flow State - Notion,/mnt/m/musiques/__Autres/Tash Sultana/Notion
Kathryn Joseph,Josephien,61,Bones You Have Thrown Me and Blood I've Spilled,,0,,
The Bones of J.R. Jones,The House Of Love,62,Start Again,,0,,
Chapelier Fou,Chapelier Fou,100,Le Roi et l'Oiseau (Main Theme),Chapelier Fou,39,"! - 613 - Al Abama - Chapelier Fou - Darling, Darling, Darling - Deltas - Ensemb7e - Fuses - Invisible - Kalia - Muance - Méridiens - Parallèles",/mnt/m/musiques/__Autres/Chapelier Fou/Chapelier Fou
Vetle Nærø,Pet Owner,60,From Moments,,0,,
"Niklas Paschburg,Andy Barlow",Paul Anka,56,Svalbard,,0,,
"Grégoire Hetzel,Éric Lacrouts,Daniel Garlitsky,Nina Tonji,Tatiana Uhde",Gregory Rogove,55,Les Musiciens (Music Originale du Film),,0,,
"Моршинська,The Maneken,Onuka,DakhaBrakha,Katya Chilly",Monika,59,Голос води,,0,,
Cleveland Francis,Claude François,75,Beyond the Willow Tree,,0,,
Okonski,Jónsi,67,Entrance Music,,0,,
Castello Branco,Branko Galoic,64,Serviço,,0,,
"Bill Laurance,Michael League",Bill Callahan,69,Keeping Company,,0,,
Laura Gibson,Laura Cahen,61,La Grande,,0,,
"Thomas Konstantinou,Michalis Koumbios",Thomas Newman,62,Spring,,0,,
Olympia Vitalis,bar italia,56,People Watching,,0,,
Pollyanna,Solann,67,Man Time (Deluxe Edition),,0,,
Cerys Hafana,Hannah Cole,61,Edyf,,0,,
Pieter de Graaf,Peter Dallas,67,Castle in the Air,,0,,
Arnaud Roy,Arnaud Rebotini,72,Starlike 偌星 Original Soundtrack Vol.1,,0,,
Rabelius,Gabriels,62,La Habitación Vacía,,0,,
Vivian Roost,Boris Vian,64,The Spaces Between,,0,,
Claudio Constantini,Claude Fontaine,71,Flow,,0,,
Benjamin Waldmann,Benjamin Clementine,72,Circles,,0,,
Skott,SoKo,67,A Letter from the Universe,,0,,
"Oliver Davis,Royal Philharmonic Orchestra,Julian Kershaw,Kerenza Peacock",Olivier Daviaud,81,Oliver Davis: Life,,0,,
Grégoire Jokic,George Ka,61,Face to Face,,0,,
Martin Roth,Pat Martino,73,You Came and Changed the Weather,,0,,
Superpoze,Persephone,63,Siècle,,0,,
"Jozef Van Wissem and Jim Jarmusch,Jozef Van Wissem,Jim Jarmusch",Jim Jarmusch & Anika,59,The Mystery of Heaven,,0,,
Дeva,Weval,67,Csillag,,0,,
"Son Lux,Kishi Bashi",Son Lux,100,Alternate Forms,Lanterns,52,At War With Walls And Mazes - Bones - Brighter Wounds - Everything Everywhere All at Once - Lanterns - We Are Rising,/mnt/m/musiques/__Autres/Son Lux/Lanterns
Marissa Nadler,Mina Tindle,64,Songs III: Bird on the Water,,0,,
Daniel Licht,Daniele Luppi,72,Dexter,,0,,
"Johann Sebastian Bach,Alexandre Tharaud",Belle & Sebastian,61,Alexandre Tharaud: Baroque,,0,,
Wallerstedt,Wallners,74,midnight,,0,,
Akın Sevgör,Kin Leonn,60,Reveries,,0,,
Guillermo de La Roca,Oscar D'Leon,56,"Musique du monde : Argentine, flûtes et guitares (Argentina)",,0,,
KAYAM,Kazy Lambist,59,Sand To Snow,,0,,
"Xylømgø,Løgømyx",Yom,60,Entropy,,0,,
"Carl Friedrich Abel,Jordi Savall",Charlie Rich,65,Les Voix Humaines,,0,,
Otwin,Howling,67,A Run Through the Forest,,0,,
Emma Jackson,Emma Russack,67,2023 (Andante Piano Sessions),,0,,
"Sebastian Selke,Daniel Selke,Ceeys",SebastiAn,75,Waende,,0,,
David Grumel,David Krakauer,69,Outremer,,0,,
Vanessa Wagner,Jane Weaver,64,EP01,,0,,
Alexandra Streliski,Alexandra Savior,69,Pianoscope,,0,,
Nitai Hershkovits,Ilya Beshevli,53,Call On The Old Wise,,0,,
Ella van der Woude,Andrea Vanzo,60,Solo Piano,,0,,
Ane Brun,Andrew Bird,63,A Temporary Dive,,0,,
"Pierre Francisque Carroubel,Le Poème Harmonique,Vincent Dumestre",Claude François,57,"Cœur, airs de cour français de la fin du XVIe siècle",,0,,
Niko Vira,Nino Rota,67,Bach Key Comfort,,0,,
Friend of a Friend,Marie Reno,64,FACILITIES,,0,,
We Lost The Sea,The White Stripes,62,Departure Songs,,0,,
"Steven Price,David Attenborough",Steven Price,100,David Attenborough: A Life On Our Planet (Original Motion Picture Soundtrack),Our Planet,41,Gravity - Gravity (Original Motion Picture Soundtrack) - Our Planet,/mnt/m/musiques/__Autres/Steven Price/Our Planet
Simon Leoza,Aime Simone,64,Albatross,,0,,
"Marta,Tricky",Marta,100,Out The Way,When It's Going Wrong,44,When It's Going Wrong,/mnt/m/musiques/__Autres/Marta/When It's Going Wrong
Luis Berra,Barbara Lewis,70,We Are Mammals,,0,,
Bianca Steck,Terence Blanchard,62,The Joy of Coincidences,,0,,
Szymon,Mon,67,Tigersapp,,0,,
"Thomas Horeczko,Braths,Esther Abrami",Thomas Guerlet,62,Ephemeral Memory,,0,,
Chantel Van T,The Chantels,72,Nicalochan,,0,,
"Black Hill,Silent Island",Black Lilys,76,Tales of the night forest,,0,,
Guillaume Poncelet,Guillaume Poncelet,100,Durango,88,0,88,/mnt/m/musiques/__Autres/Guillaume Poncelet/88
Oskar Schuster,Kai Schumacher,64,Anniversary Collection,,0,,
"Jim Perkins,Vraell",James Spiteri,58,Between the Sea and the Sky (Vraell Re-work),,0,,
Andre Polar,Andreas,67,Aurora,,0,,
Federico Albanese,Jefferson Airplane,57,Blackbirds and the Sun of October,,0,,
Lesfm,Lewis OfMan,62,The LIFE,,0,,
Oehl,Bomel,67,Über Nacht,,0,,
Georgia Gets By,George Bruns,59,Madeline,,0,,
Saah,Sarah,89,ask the wind,,0,,
Annie Eve,Jane Weaver,70,Sunday '91,,0,,
